"","SampleNumber","Well_Type","Parcel_ID","Site_Address","SampleID","Field.Duplicate..Y.N.","PFBA","PFPeA","PFHxA","PFHpA","PFOA","PFNA","PFDA","PFUnA","PFDoA","PFTriA","PFTeA","PFHxDA","PFODA","PFBS","PFPeS","PFHxS","PFHpS","PFOS","PFNS","PFDS","PFDoS","X4.2.FTSA","X6.2.FTSA","X8.2.FTSA","X10.2.FTSA","FOSA","NMeFOSA","NEtFOSA","NMeFOSAA","NEtFOSAA","NMeFOSE","NEtFOSE","HFPO.DA","DONA","X9Cl.PF3ONS","X11Cl.PF3OUdS","SUM_PFOS_PFOA","SUM_FOSA_NEtFOSE_NEtFOSA_NetFOSAA_PFOS_PFOA","Exceedance_RES","Exceedance_PAL","HI","No_Detections","X","Latitude","Longitude"
"1","1001","Private","4-01646-000","1006 HANSON ROAD","PWS1001-OS-042821-100","N",6,-999,0.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.87,-999,0.6,-999,1.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.9,1.9,"N","N",0.11,"N",NA,43.8829788,-91.2742658
"2","1002","Private","4-01461-000","1009 HANSON ROAD","PWS1002-OS-041921-100","N",2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.81,-999,-999,-999,0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.97,0.97,"N","N",0.05,"N",NA,43.8833912,-91.2740778
"3","1003","Private","4-01692-000","3107 EDGEWATER DRIVE","PWS1003-IS-042021-100","N",14,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,7.9,1,2.6,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14,14,"N","Y",0.77,"N",NA,43.8798938,-91.2749991
"4","1004","Private","4-01799-000","3107 LAKESHORE DRIVE","PWS1004-OS-041921-100","N",25,1,1.5,1,8,1,-999,-999,-999,-999,-999,-999,-999,2.1,0,1.9,0,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.6,20.6,"Y","Y",1.1,"N",NA,43.8800947,-91.2703363
"5","1005","Private","4-01801-000","3115 LAKESHORE DRIVE","PWS1005-OS-042721-100","N",14,-999,0.54,-999,2,0,1,-999,-999,-999,-999,-999,-999,3.9,0,1.6,-999,9.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.9,10.9,"N","Y",0.6,"N",NA,43.8805238,-91.2703175
"6","1005","Private","4-01801-000","3115 LAKESHORE DRIVE","PWS-FD01-042721","Y",15,-999,0.55,-999,1.6,0.42,0.51,-999,-999,-999,-999,-999,-999,4.2,0.3,1.6,-999,9.4,-999,-999,-999,-999,-999,-999,-999,0.98,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11,11.98,"N","Y",0.66,"N",NA,43.8805238,-91.2703175
"7","1006","Private","4-01820-000","3114 YOUNGDALE AVENUE","PWS1006-OS-042021-100","N",13,-999,-999,-999,1,1,-999,-999,-999,-999,-999,-999,-999,5.2,1,2,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.3,13.3,"N","Y",0.74,"N",NA,43.8804602,-91.2710132
"8","1007","Private","4-01823-000","731 LANCASTER STREET","PWS1007-OS-042121-100","N",17,-999,-999,-999,2,1,-999,-999,-999,-999,-999,-999,-999,4.6,0,1.4,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.8,11.8,"N","Y",0.65,"N",NA,43.8798085,-91.2709191
"9","1008","Private","4-01857-000","801 LANCASTER STREET","PWS1008-OS-041921-100","N",17,-999,-999,-999,3,1,-999,-999,-999,-999,-999,-999,-999,5,0,1.8,-999,10,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.2,14.15,"N","Y",0.77,"N",NA,43.8798383,-91.271596
"10","1008","Private","4-01857-000","801 LANCASTER STREET","PWS-FD01-041921","Y",18,-999,-999,-999,3.1,0.44,-999,-999,-999,-999,-999,-999,-999,5.7,0.57,2.1,-999,11,-999,-999,-999,-999,-999,-999,-999,1.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14.1,15.5,"N","Y",0.84,"N",NA,43.8798383,-91.271596
"11","1009","Private","4-01888-000","3131 HOWRY AVENUE","PWS1009-OS-041921-100","N",5,-999,-999,-999,2,0,-999,-999,-999,-999,-999,-999,-999,2.4,0,1.5,-999,6.9,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.7,9.54,"N","Y",0.53,"N",NA,43.8813898,-91.2729497
"12","1010","Private","4-01697-000","3054 EDGEWATER LANE","PWS1010-IS-042721-100","N",7,-999,-999,-999,1,1,1,-999,-999,-999,-999,-999,-999,1.7,-999,0.81,-999,7.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.94,7.94,"N","Y",0.44,"N",NA,43.8792815,-91.2747171
"13","1011","Private","4-01700-000","3050 EDGEWATER LANE","PWS1011-OS-041921-100","N",4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.9,-999,0.63,-999,4.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.9,4.9,"N","Y",0.26,"N",NA,43.8790766,-91.2746983
"14","1012","Private","4-01703-000","3045 EDGEWATER LANE","PWS1012-OS-042921-100","N",12,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,1.5,-999,0.55,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.1,5.1,"N","Y",0.27,"N",NA,43.8786847,-91.2747171
"15","1013","Private","4-01699-000","3057 EDGEWATER LANE","PWS1013-OS-042921-100","N",6,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,1.1,-999,0.63,-999,4.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.5,5.5,"N","Y",0.29,"N",NA,43.8793699,-91.2751496
"16","1014","Private","4-01730-000","3041 LAKESHORE DRIVE","PWS1014-OS-041921-100","N",17,-999,0.56,-999,2,1,-999,-999,-999,-999,-999,-999,-999,5.7,1,2.3,-999,11,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.4,14.5,"N","Y",0.81,"N",NA,43.8792742,-91.2703363
"17","1015","Private","4-01829-000","805 MILLER PLACE","PWS1015-OS-041921-100","N",18,-999,-999,-999,2,-999,1,-999,-999,-999,-999,-999,-999,4,1,2.8,0,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.5,15.5,"N","Y",0.85,"N",NA,43.8788845,-91.2718404
"18","1016","Private","4-01838-000","3046 YOUNGDALE AVENUE","PWS1016-OS-042122-100","N",35,6,5.3,3,14,-999,-999,-999,-999,-999,-999,-999,-999,6.3,1,11,1,9.9,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,23.9,26.4,"Y","Y",1.6,"N",NA,43.8785953,-91.2710132
"19","1017","Private","4-02020-000","810 LORI PLACE","PWS1017-OS-042021-100","N",14,1,1.2,-999,2,1,-999,-999,-999,-999,-999,-999,-999,9.4,0,1.7,-999,11,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.1,14.9,"N","Y",0.81,"N",NA,43.8774827,-91.2721224
"20","1018","Private","4-01741-000","2932 YOUNGDALE AVENUE","PWS1018-OS-041921-100","N",38,3,2.4,2,8,-999,-999,-999,-999,-999,-999,-999,-999,6.8,1,4.3,0,9.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,18,"N","Y",1.01,"N",NA,43.8752359,-91.2714184
"21","1019","Private","4-01763-000","2928 PIERCE AVENUE","PWS1019-OS-043021-100","N",9,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,1.8,-999,0.87,-999,6.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.7,6.7,"N","Y",0.37,"N",NA,43.8749341,-91.2732129
"22","1020","Private","4-01767-000","2906 PIERCE AVENUE","PWS1020-OS-042021-100","N",8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,0,1,-999,4.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.8,4.8,"N","Y",0.27,"N",NA,43.8737967,-91.2731941
"23","1020","Private","4-01767-000","2906 PIERCE AVENUE","PWS-FD01-042021","Y",7.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,0.28,1.1,-999,5.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.2,5.2,"N","Y",0.29,"N",NA,43.8737967,-91.2731941
"24","1021","Private","4-01772-000","2921 YOUNGDALE AVENUE","PWS1021-OS-042021-100","N",19,-999,0.83,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,11,1,5.8,-999,6.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.7,9.7,"N","Y",0.63,"N",NA,43.87381,-91.2719908
"25","1022","Private","4-01773-000","2923 YOUNGDALE AVENUE","PWS1022-OS-042021-100","N",18,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,5.2,0,1.9,-999,8.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.6,8.6,"N","Y",0.5,"N",NA,43.8741084,-91.2719908
"26","1023","Private","4-01845-000","3018 YOUNGDALE AVENUE","PWS1023-OS-043021-100","N",18,-999,0.89,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,5.6,1,2.4,-999,16,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.5,21,"Y","Y",1.11,"N",NA,43.8772293,-91.270989
"27","1024","Private","4-01846-000","3014 YOUNGDALE AVENUE","PWS1024-OS-042021-100","N",29,4,3.1,1,8,-999,-999,-999,-999,-999,-999,-999,-999,6.9,1,2.8,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20,20,"Y","Y",1.07,"N",NA,43.8770103,-91.2709943
"28","1025","Private","4-02008-000","3001 YOUNGDALE AVENUE","PWS1025-OS-042021-100","N",16,1,0.67,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,6.5,1,2.6,-999,13,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.3,15.3,"N","Y",0.83,"N",NA,43.8762589,-91.2714832
"29","1026","Private","4-02011-000","812 KELLY PLACE","PWS1026-OS-042021-100","N",18,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,5.1,0,1.6,-999,8.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.3,10.3,"N","Y",0.56,"N",NA,43.8766719,-91.2721138
"30","1027","Private","4-02017-000","3013 YOUNGDALE AVENUE","PWS1027-OS-042021-100","N",20,4,3.4,1,12,-999,-999,-999,-999,-999,-999,-999,-999,21,1,9.7,-999,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32,32,"Y","Y",1.84,"N",NA,43.8771721,-91.2715396
"31","1028","Private","4-01526-000","2922 BAYSHORE DRIVE","PWS1028-OS-042021-100","N",2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.73,-999,-999,-999,2.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.5,2.5,"N","Y",0.13,"N",NA,43.8744707,-91.2746419
"32","1029","Private","4-01599-000","2711 BAYSHORE DRIVE","PWS1029-OS-042521-100","N",3,-999,-999,-999,-999,0,1,-999,-999,-999,-999,-999,-999,2.4,-999,0.6,-999,2.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.6,2.6,"N","Y",0.16,"N",NA,43.8698979,-91.2749239
"33","1030","Private","4-01600-001","2822 BAYSHORE DRIVE","PWS1030-OS-042321-100","N",15,2,2,-999,5,-999,-999,-999,-999,-999,-999,-999,-999,2.8,0,3.3,-999,7.6,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13,14.1,"N","Y",0.79,"N",NA,43.8721307,-91.2745761
"34","1030","Private","4-01600-001","2822 BAYSHORE DRIVE","PWS-FD01-042321","Y",15,2.4,1.7,-999,5.2,0.5,-999,-999,-999,-999,-999,-999,-999,2.5,0.73,3.4,-999,8.3,-999,-999,-999,-999,-999,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.5,15,"N","Y",0.85,"N",NA,43.8721307,-91.2745761
"35","1031","Private","4-01602-000","2812 BAYSHORE DRIVE","PWS1031-OS-042121-100","N",17,1,0.54,-999,1,0,1,-999,-999,-999,-999,-999,-999,3.7,1,2.8,-999,5.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,7,"N","Y",0.43,"N",NA,43.871748,-91.2746043
"36","1032","Private","4-01613-000","2718 BAYSHORE DRIVE","PWS1032-OS-042121-100","N",6,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,1.3,-999,-999,-999,2.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.9,2.9,"N","Y",0.16,"N",NA,43.8702776,-91.2743223
"37","1033","Private","4-01769-000","811 RICHMOND AVENUE","PWS1033-OS-042121-100","N",10,-999,-999,-999,-999,0,0,-999,-999,-999,-999,-999,-999,3.7,0,6.9,-999,7.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7,7.7,"N","Y",0.57,"N",NA,43.8731302,-91.2727429
"38","1034","Private","4-01790-000","2905 PIERCE AVENUE","PWS1034-IS-043021-100","N",11,-999,1.5,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,4.5,0,1.6,-999,6.9,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10.2,11.7,"N","Y",0.63,"N",NA,43.8729693,-91.2737958
"39","1035","Private","4-01594-001","2729 BAYSHORE DRIVE","PWS1035-OS-042121-100","N",4,-999,-999,-999,-999,0,0,-999,-999,-999,-999,-999,-999,1.4,-999,-999,-999,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.5,1.5,"N","N",0.09,"N",NA,43.8707714,-91.275206
"40","1036","Private","4-01511-000","3017 EDGEWATER LANE","PWS1036-OS-043021-100","N",8,-999,0.9,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,1.4,-999,0.75,-999,1.4,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.5,4.5,"N","Y",0.24,"N",NA,43.8771303,-91.2753
"41","1037","Private","4-01531-002","2906 BAYSHORE DRIVE","PWS1037-OS-042321-100","N",18,1,0.8,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,2.9,1,1.8,-999,3.6,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.4,8.3,"N","Y",0.46,"N",NA,43.8733901,-91.2745291
"42","1038","Private","4-01571-000","904 SPILLWAY DRIVE","PWS1038-OS-042121-100","N",7.8,-999,-999,-999,-999,0.46,-999,-999,-999,-999,-999,-999,-999,2.4,-999,1.2,-999,4.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.2,4.2,"N","Y",0.26,"N",NA,43.8693315,-91.2738522
"43","1038","Private","4-01571-000","904 SPILLWAY DRIVE","PWS-FD01-042121","Y",8,-999,-999,-999,-999,0,1,-999,-999,-999,-999,-999,-999,2.4,0,0.95,-999,3.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.8,3.8,"N","Y",0.23,"N",NA,43.8693315,-91.2738522
"44","1039","Private","4-01575-000","814 SPILLWAY DRIVE","PWS1039-OS-042321-100","N",14,1,0.9,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,2.8,1,5.1,-999,2.2,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.9,7.3,"N","Y",0.49,"N",NA,43.8693403,-91.2730625
"45","1040","Private","4-01792-000","822 RICHMOND AVENUE","PWS1040-OS-042121-100","N",10,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,4.2,-999,1,-999,4.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.4,4.4,"N","Y",0.26,"N",NA,43.8726964,-91.2731753
"46","1041","Private","4-01896-000","810 LAKEVIEW DRIVE","PWS1041-OS-042321-100","N",21,1,1.4,1,2,-999,-999,-999,-999,-999,-999,-999,-999,6,0,1.8,-999,6,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9,9.7,"N","Y",0.53,"N",NA,43.8705089,-91.271972
"47","1042","Private","4-01902-000","701 SPILLWAY DRIVE","PWS1042-OS-042721-100","N",16,0,1,0,3,0,-999,-999,-999,-999,-999,-999,-999,6.5,1,3.8,0,13,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.7,18.3,"N","Y",1.02,"N",NA,43.8697832,-91.2701295
"48","1043","Private","4-01911-000","901 SPILLWAY DRIVE","PWS1043-OS-042121-100","N",11,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,2.9,-999,1.2,-999,7.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.7,7.7,"N","Y",0.43,"N",NA,43.8697825,-91.2735514
"49","1044","Private","4-01905-000","709 SPILLWAY DRIVE","PWS1044-OS-043021-100","N",19,2,1.5,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,6.7,0,1.3,-999,1.8,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,4.1,"N","Y",0.24,"N",NA,43.8698084,-91.27122
"50","1045","Private","4-00025-000","2815 MARION STREET","PWS1045-OS-042321-100","N",57,7,6,1,30,-999,-999,-999,-999,-999,-999,-999,-999,13,1,5.8,-999,20,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,51.9,"Y","Y",2.75,"N",NA,43.8718516,-91.2686255
"51","1046","Private","4-00017-000","2810 LAKESHORE DRIVE","PWS1046-OS-042521-100","N",21,6,6.1,3,11,-999,0,-999,-999,-999,-999,-999,-999,5,1,7.7,-999,5.7,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16.7,17.58,"N","Y",1.07,"N",NA,43.8713755,-91.2695091
"52","1047","Private","4-00046-000","2741 GRAND AVENUE","PWS1047-OS-042221-100","N",110,11,8,2,77,-999,-999,-999,-999,-999,-999,-999,-999,11,2,7.1,0,27,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,104,104.95,"Y","Y",5.44,"N",NA,43.8714734,-91.2674035
"53","1048","Private","4-00052-000","502 WINONA STREET","PWS1048-OS-042221-100","N",57,7,4.8,2,29,-999,-999,-999,-999,-999,-999,-999,-999,6.3,1,4.5,-999,9.4,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,38.4,39.6,"Y","Y",2.1,"N",NA,43.8700743,-91.2674223
"54","1049","Private","4-00063-000","2747 DEL RAY AVENUE","PWS1049-OS-042122-100","N",39,7,5.5,2,21,-999,-999,-999,-999,-999,-999,-999,-999,3.8,1,6,0,7.4,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28.4,29.26,"Y","Y",1.62,"N",NA,43.8717147,-91.2658244
"55","1049","Private","4-00063-000","2747 DEL RAY AVENUE","PWS-FD01-042221","Y",40,6.7,5.4,1.8,21,-999,-999,-999,-999,-999,-999,-999,-999,3.9,0.96,5.7,0.33,10,-999,-999,-999,-999,-999,0.53,0.97,12,-999,-999,-999,-999,-999,7.6,-999,-999,-999,-999,31,50.6,"Y","Y",2.68,"N",NA,43.8717147,-91.2658244
"56","1050","Private","4-00068-000","2717 DEL RAY AVENUE","PWS1050-OS-042821-100","N",56,5,3.9,1,21,-999,-999,-999,-999,-999,-999,-999,-999,5.2,1,4.3,-999,6.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.1,27.1,"Y","Y",1.47,"N",NA,43.8705394,-91.2658432
"57","1051","Private","4-00070-000","400 WINONA STREET","PWS1051-OS-042221-100","N",130,10,6,2,60,-999,-999,-999,-999,-999,-999,-999,-999,7.1,2,5.9,1,19,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,79,80.7,"Y","Y",4.2,"N",NA,43.8700913,-91.2658808
"58","1052","Private","4-00393-000","2624 LAKESHORE DRIVE","PWS1052-OS-042721-100","N",36,1,1.3,0,13,0,0,-999,-999,-999,-999,-999,-999,11,1,3.5,0,16,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,29,31,"Y","Y",1.65,"N",NA,43.8683358,-91.2694527
"59","1053","Private","4-02226-000","2618 THOMAS STREET","PWS1053-OS-042521-100","N",41,-999,-999,-999,5,0,1,-999,-999,-999,-999,-999,-999,16,2,4.6,0,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28.7,28.7,"Y","Y",1.57,"N",NA,43.8677692,-91.2717652
"60","1054","Private","4-01559-000","705 PLAINVIEW ROAD W","PWS1054-OS-042221-100","N",21,2,1.5,1,4,-999,0,-999,-999,-999,-999,-999,-999,6.5,1,2.2,-999,7.6,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.5,12.5,"N","Y",0.68,"N",NA,43.8689755,-91.2706371
"61","1055","Private","4-01567-000","2641 LAKESHORE DRIVE","PWS1055-OS-042221-100","N",20,-999,0.74,-999,3,-999,0,-999,-999,-999,-999,-999,-999,10,1,3.2,-999,14,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16.7,18.2,"N","Y",0.99,"N",NA,43.8692982,-91.2701295
"62","1056","Private","4-02238-000","2619 JERALD STREET","PWS1056-OS-042321-100","N",15,1,1,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,5.5,1,2.4,-999,8.7,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,11.1,12.3,"N","Y",0.68,"N",NA,43.868071,-91.2714644
"63","1057","Private","4-00435-000","2612 HIBBARD COURT","PWS1057-OS-042321-100","N",60,6,4.9,1,24,-999,0,-999,-999,-999,-999,-999,-999,3.4,1,7.1,-999,7.5,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,31.5,34.6,"Y","Y",1.91,"N",NA,43.8668392,-91.2681555
"64","1058","Private","4-00474-000","405 CENTRAL ROAD","PWS1058-OS-042321-100","N",97,1,0.66,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,3.5,3,6.2,0,5.9,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,17.9,19.8,"N","Y",1.15,"N",NA,43.8628358,-91.2641138
"65","1059","Private","4-00477-000","419 CENTRAL ROAD","PWS1059-OS-042421-100","N",120,1,1.1,-999,22,-999,-999,-999,-999,-999,-999,-999,-999,3.1,3,5.3,1,5.4,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.4,28.5,"Y","Y",1.57,"N",NA,43.8632006,-91.2648657
"66","1060","Private","4-00483-000","441 CENTRAL ROAD","PWS1060-OS-042321-100","N",81,-999,0.94,1,7,-999,-999,-999,-999,-999,-999,-999,-999,4.7,4,9.5,1,8.4,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,17.5,"N","Y",1.12,"N",NA,43.862439,-91.2662568
"67","1061","Private","4-00484-000","445 CENTRAL ROAD","PWS1061-OS-042321-100","N",12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.7,1,2.1,-999,2.1,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.1,3.03,"N","Y",0.21,"N",NA,43.8622508,-91.2664072
"68","1062","Private","4-00495-000","504 CALLAWAY BOULEVARD","PWS1062-OS-042421-100","N",27,1,1.1,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,2.9,1,5.3,-999,3.4,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.9,11.3,"N","Y",0.7,"N",NA,43.8618934,-91.2683623
"69","1063","Private","4-00493-011","414 CALLAWAY BOULEVARD","PWS1063-OS-043021-100","N",190,-999,0.67,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9.2,8,14,1,24,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.2,31.8,"Y","Y",1.96,"N",NA,43.8621106,-91.2649545
"70","1064","Private","4-00475-000","411 CENTRAL ROAD","PWS1064-OS-042421-100","N",59,-999,-999,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,1.9,2,6.5,-999,3.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.6,5.6,"N","Y",0.45,"N",NA,43.8629821,-91.2643769
"71","1064","Private","4-00475-000","411 CENTRAL ROAD","PWS-FD01-042421","Y",59,-999,-999,-999,2.3,-999,-999,-999,-999,-999,-999,-999,-999,2.1,1.6,6.1,-999,2.8,-999,-999,-999,-999,-999,-999,-999,1.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.1,6.2,"N","Y",0.47,"N",NA,43.8629821,-91.2643769
